68,"Im such a hot ass butch rn! Thanx to corona my style, music taste and lifetstyle is IT! Thank you smh sending a post card!",6 10
2380,"After moving 200 countries, Corona virus finally accepted Islam in India.",8 10
1292,What does a constituent with an actual COVID19 SOLUTION have to do to reach someone in your office?,0 6
1101,This is for Corona you big fat sick long infecting ass bitch why you cancel all my motherfucking plans,6
3476,I have literally not been able to get Cardi B saying Coronavirus out of my head for a day and a half now,5 10
405,Shame on Godi media...They are more dangerous than Corona virus. _,6
1229,"Really hits home today. A 13 year old boy dying alone, his death being a statistic of Coronavirus. RIP Ismael",5
4555,Fauci: Mask-wearing recommendation under very serious consideration.. USA.. coronavirus..,1 8
3101,Comparing coronavirus deaths to deaths in war is a stupid thing that people shouldnt do.,6
4103,Do U think corona virus is a bioweapon? Sr. Editor of Veterans Today does. coronavirus,6 7
1876,"if anyone pretends to have coronavirus as an april fool i WILL, and i cannot stress this enough, block you",6 10
1420,Great sir he is our True inspiring devoted Robin Hood for India AjitDoval COVID19,0 1
247,My boyfriend is here complaining about the QuarantineFifteen hes gonna gain as he goes for his 6th serving of dinner COVID19,10
352,"Corona control - encourage cottage industries, to restrict people to their homes",0 8
4552,Coronavirus was actually an elaborate April fools joke that every government in the world was in on. AprilFoolsDay laughsforQuarantine,6 10
3496,Corona Virus please go away I took going out for granted and Im sorry,5 6
4725,I think its safe to say trumpisfired - dont trust anything he says - believe science and doctors ONLY! COVID19 WeAreInThisTogether,6 7 10
3357,"Modi testing the waters of free speech, it will start with coronavirus and there is no end.",4 5 6
2179,Dat Corona Sht Goin On Ill Dab U Up Doe No Hand Shakes,10
3970,"if i see ONE april fools joke about testing positive for corona, i'm beating some ass. mark my words.",6
3205,"I can't believe my eyes!!! Come on!!! Act like you were the president, Sir! Coronavirus COVID19",6 9
2691,Now I know why the flat earth guy tried to launch in a steam powered rocket Coronavirius COVID19,6 7 10
1627,Im honor of the corona virus Im getting back with my babyfather idk which one I havent decided yet,10
822,"As of Today, More precious than Rolls Royce are tissue Rolls in the US. COVID19 coronavirus",10
2241,Im ready to take my boy on his college tours!!! Eff you Covid_19,5 6
1518,"Stay home safely happly ,enjoy with your family . Lets break corona by staying home .",0
4841,"But quarter of a million dead definitely sub-par, yes ? COVID19",4 5 7
3080,I guess young people think theyre immune to coronavirus because of all the Tide-pods they consumed last year.....,10
2115,Another COVID19 press conference by a series of highly competent and calm NZ government people. Wonderful.,1 9
4035,The U.K. is creating five new temporary hospitals to deal with the surge in coronavirus cases. COVID19,8 9
2954,"I might have corona virus and no this isnt an April fools joke, Im scared",4 6
757,any chance youd jump in my podcast to talk investing post corona? Our Chicago founders would love it,0
3039,Sierra Leone: First case of coronavirus reported (African Union),8
2943,"My abuelito is already planning a carne asada for us when this Corona shit over, and was very adamant about getting blackout drunk.",0 4 10
501,"So this cardiac arrest should be counted in the COVID19 death total, Im sure.",7 8 9 10
3284,"I just wanna know something, which one of you going to beyond has tested positive for corona yet?",6 9
4147,"To think deltopia would have been this weekend, corona really hit us where it hurts :(",5
1228,Corona got me wanting to end it allcant even hoop no more,3
1291,The : Damn Corona Virus The Gov: April Fools,10
854,if corona doesnt send out a tweet tomorrow saying april fools everything can go back to normal i will lose it.,0 3 6
1594,"Today's April 1st , fools day . This corona virus has already played a cruel joke and made all of us fools",6
4724,"CoronaVirusUpdates 16 new coronavirus cases, Maharashtra Covid-19 numbers jump to 320",4 5 9
2872,Im so the opposite of a hypochondriac. Ill get coronavirus and be like its just a cold,0 10
1686,cant see one more lost my ____ to Covid19 post my heart can no longer take it,5
2314,Donald Trump is now blaming Coronavirus patients for the spread of virus. Great fracking job!,6 9
4731,"Now Playing on 234Radio, BabyFace - Mad,Sexy,Cool. Together, we can defeat coronavirus disease (COVID-19) LetsFightCovid19 CovidNGR",0
1786,I would like to thank the healthcare workers for the hard work they are doing to fight / combat the corona virus.,1
1860,okay fr tho i am not prepared to get tested for corona tm bc the shit they use for the test is SO FUCKING LONG and for what,4
2208,Actually bout to block coronavirus. Like damn I just want to see some tweets about how yall are depressed or how yall out getting dick.,4 5 10
1335,April fools is tomorrow is this when they announce that coronavirus isnt real,0 4 10
1495,"WATCH LIVE: Trump, coronavirus task force explain updated guidelines at WH briefing",1 8
4208,students: ok guys a few more months and we can return to civilization government: april fools guys haha there's no coronavirus,10
1672,corona go away that way ptv can announce the 10 year selfish machines tour,6 9 10
3472,Im so tired and sick of hearing this corona virus sh*%,6
4658,The corona virus has turned this man into Bane so when this is over we gonna have to fight Bane all hell naw,6 10
184,"Only time imma stress corona is when Waffle House closes down, until then, bitch imma get me a waffle",6 10
2596,I heard corona was caused by yall wearing your dirty sneakers in the bed for IG,10
4131,"Peep Show is brilliant anyway, but its extra brilliant now peepshow lockdown lockdowntv coronavirus",0 1 10
4525,No AprilFoolsDay games this year we're still busy fighting COVID19 !!,4 6 9 10
4317,"if the coronavirus was a person, it would definitely be Carole Baskins. you cant change my mind",10
3721,What a month. Lost my beautiful lady Isabel on the 4th. Followed by the problem of the Corona virus and now an earthquake? What's next???,3 5
675,"such a sensitive moment to joke about coronavirus too bc everyone is mourning over shimura ken, good luck with booking that stage u speak of",5 9
273,Yall my sister sent me money and named it Merry Corona ! I love her!!,10
2741,Saw Rick Mercer trending to see if he caught corona virus it turns out it it was just another boring rant.,6
2979,So he is the one who applauded and broke the minutes silence for covid19 victims. Shame on you Jordan,6
595,this guy next week: so Ive just gotten my test back... and i have Coronavirus,4 10
2577,April Fools Day canceled. Turns out the only fool we can deal with right now. theRona COrona thismuthafucka,6 10
2315,COVID19 The first patients in the UK have used the Dyson ventilators...... They're picking up nicely... AprilFoolsDay,8 10
4719,Remember the Republicans and the president called a democrat hoax for COVID-19!,6
1369,"2020 so far: - January = 18,292 days - February = 29 days - March = Coronavirus Lets pray for a better and healthy month in April",2 10
1934,Jesus coronavirus makes people hyper emotional which I totally get but damn,4 5 10
4058,How do you know he's lying? His lips are moving.. especially when describing 'problems' preventing Covid19 testing,7 8
4958,"Mr President, We really didn't want to win the most Covid19 deaths, but we're headed there. Can we stop winning now? SincerelyAmerica",4 5 6
3622,"Forty-three new coronavirus cases reported in Andhra Pradesh, tally in state rises to 87: Govt",8
1005,A glass of wine keeps the corona away en ese departamento estamos set,9 10
55,Satellite images show decline in air pollution over Italy amid coronavirus lockdown.,0 5 8
264,What a year... Kobe dies in a helicopter crash and it isnt even the biggest news headline in Los Angeles in Q1 COVID19,3 5 9
507,Stay at home. COVID19 Update: Country: Colombia Total Cases: 906 Total Deaths: 16 Total Recovered: 31 Total Active Cases: 859,8
421,a mouse has gotten into my cabinet and pooped in my pots and pans. i am going to dodge coronavirus only to die of hantavirus,4 10
3466,How can you expect corona to go in a month that starts with April fool,3 4 6
1502,Drake so sexy but Tory stupid talking about I know you was around Kevin Durant when he caught the corona,5 10
373,if i walk away with one souvenir from the covid-19 pandemic it must be kylie jenner branded hand sanitizer,10
129,"Friends of a certain age, am I the only one playing the Is it a fever or is it a hot flash game? COVID19 ThisIsATerribleGame",0 5 10
4668,Why does John Horgan have a lacrosse stick beside him? bcpoli COVID19 coronavirusbc,9
359,Don't let India to became Italy for some Obdurate Headless people India's fight against Corona,0 6 10
2561,", Ive been trying to change the song , My Sharona, to My Corona. Ive failed so far. I dont have your talent.",10
4522,Over 800 deaths from corona today in the us! Im actually starting to fear this shit not take it lightly,4 6
1689,Ball started rolling to hold responsibilities for ChineseVirusCorona related worldwide mass killing!,7 9
2581,"Yall Chelsea really think Im cappin about this. LMAOOO bitch Ive found my clubs already, just waiting for this corona shit to be over",5 6
850,Anxiety was my roommate since 5th standard and now it is fuccking sitting on my head all day 24/7 coronavirus,4 6
2861,And heres all you need to know about the way COVID19 has impacted Asian football. Nice one !,5 8 9
3339,"Stay at HOME. WASH YOUR HANDS. DON'T TOUCH YOUR EYES, NOSE AND MOUTH. NO HUGS.... NO HANDSHAKES BE CORONA FREE",0
4489,How many times do you think you've killed coronavirus from washing your hands?,0 9
2136,coronavirus april fool prank was never a thing you are a disgusting dumbass prick man,6
2626,It may have relationship with Corona Hotspot across India. Media can explore.,5 7
1921,Itd be great if this whole corona virus was an April Fools prank,0 4 7
2810,"Stay at home. COVID19 Update: Country: Norway Total Cases: 4,641 Total Deaths: 39 Total Recovered: 13 Total Active Cases: 4,589",8
2628,"Men and their mortality issues. Get that Corona money ladies just like Big Pharma and G!lead Corp. Yeah, Im ruthless.",6 10
3610,why done made me leave the grocery sto fuck the corona mane,6
1596,sir ji sab corona corona doing what I should do to save my father. He is suffering from heart disease but not corona .,4 5
560,hey Doc. Can you get COVID-19 if you had previously a different type of corona virus in the past? Thanks!,4 9
2027,Hopefully Tomorrow the corona virus will say April fools.... and we can all have a life again just maybe?!,0 10
1151,COVID19 cases rise to 141 in Haryana after 11 more people test positive: Health Department. coronavirus,8
1253,Crazy how the biggest nfl free agent since peyton manning couldn't get a press conference after joining his new team because of coronavirus,6 9 10
165,Gonna be deadass Ive got coronavirus jokes all day instead of the classic pregnant jokes enit. smh might sleep all day to avoid it,6 10
4759,Gov Cuomo been going hard af in his timbs to stop the spread of Corona just for his brother to get it. A damn shame,5 6
3668,Remember when people said coronavirus was less to worry about than the flu lol,3 10
2863,I am sure this paid media will be doomed after corona crisis in Pakistan and it will be a very good omen for Pakistsn.,7 9
1352,Official COVID19 communication channel from Prime Minister's Office:,8 9
2384,"Our current Mayor, my former teacher, just announced that he has Corona I pray he heals well",2
3223,The went from horror of non-existent death panels to their own death panels at an incredible speed. COVID19,4
632,I think he confused covid19 with testing positive for a 19 year olds chowder,6 10
899,"This coronavirus needs to end quickly, Im going insane staying inside my house",6
3745,That time White House model projects 100K - 200K deaths by the time this whole this is over..yhooo PrayForAmerica COVID19,2 7
2877,Trump is somehow going to spin this Corona virus disaster into a landslide victory in November,0 1 7 10
1230,God willing the 1st thing I'm looking forward to after this quarantine is over is going to church. coronavirus,0 2
2383,What day is it? Or even what year? I just go from one CoviD19 statistic to the next.,3 6
122,I was supposed to go to Europe this fucking June and fucking corona took a big shit on my trip. Oh my god,6
3049,bikes will never have been so clean after covid19 and riders never as rusty. Hope you are doing ok.,0 2 4
991,"Its taco Tuesday! They lit, A corona a day keeps the coronavirus away!",10
2097,fact Trump Partly Shuts Border With Canada To Stem Spread Of Coronavirus,8 9
4909,"Please world, tell me that all of these coronavirus, covid19 is just an early April Fool.",5 10
3811,My medical debt collectors been real quiet ever since corona broke out,9 10
4435,"I thank God that I'm still negative kule COVID19 , people please obey the rules StayAtHome . . Good morning everyone",0
992,Fuck Corona now I won't be able to see my work in the art exhibit,3 5 6
572,Praying today that we find out this whole thing about Coronavirus was for April fools!,2 3
3770,imagine they said sike.. we was just playin abt that covid19 corona shit,10
1339,ask private operators vechiles to make them Live saving ambulance services.ask IT PROFESSIONALS TO MAKE CORONA APP,0 6
4483,821 people died today alone for this corona shit yall not nervous yet ???,4 5 6
4156,"Fitch Downgrades South African Banks to 'BB', Negative Outlook on Coronavirus Impact",4 5 9
1751,"Since its 1st of April, i'm gonna make a joke The coronavirus is actually just a social experiment",0 10
2361,Day8 Only for family all time and full21day 21daylockdown for No frnz...and no relatives And especially no entry for corona,0 5
2867,Cover Me Up by just makes me want to fall in love and the coronavirus is ruining that for me!!,5 10
71,For real though can fsociety or MrRobot wipe out everyones debt during this COVID19 booochet?! Much appreciated yall,0 4
2941,What would yall do if the government lied about corona and said April foolson the news?,9 10
2309,ya rab el corona gets better 3ashan ana 3ayza amoot,2 3
2143,April Fools guys Coronavirus isn't real we can all go back to living our lives now,10
4819,"i told this boy i had cramps, he gonna say as soon as i started feeling you, you got the coronavirus yall really sickening .",4 5 6
3477,Hey You don't need to be positive or negative. You just need to be honest... Trump COVID coronavirus,6
4711,If you havent followed them yet then go follow for all the latest coronavirus news in India,3 8 9
1432,PM s mother Heera Baa has donated Rs 25 thousand from her personal saving to PM Cares. COVID19,1 8
4485,"So Trumps medical advisors estimated that 100,000-240,000 people could die from the coronavirus here in the U.S.! COVID19 StayAtHome",4 8 9
3550,preemptively pouring one out for the woman I was pre-Corona because all bets are off after,5 10
3501,"Another record daily rise in coronavirus cases announced today, with 242 new cases and seven deaths. (more)",8
965,Epicentre of Coronavirus India found: Nizamuddin Markaz More appropriate to call it marghat NizamuddinMarkaz CoronavirusOutbreakindia,0 6 9
2692,So much drugs in my blood system the coronavirus would overdose if it tried to get me sick,10
4755,The coronavirus has made more and more journalists look like nothing more than political lackies,6 7 9 10
3964,"Can the United States control its coronavirus outbreak? Estimates of up to 200,000 deaths in the US as new infections rise.",3 8
2387,Corona virus was just a joke guys dont worry APRIL FOOLS aprilfoolsisoverparty,10
3878,When this coronavirus shit is over is gonna drop the greatest stand up hour of all time,10
986,I then heard mfs tell me the stupidest shit a cure corona,6 10
2775,Let's make sure Trump's signature is on every Death Certificate for Covid19 victims.,6
9,This is how the govt of kenya is checking the temperatures of COVID19 and saying it is still low. Mtashangaa sana.,3 6 9
2816,"Now that its April Fools Day, this coronavirus shit was a joke right?",9 10
759,"Agree! These questions absolutely need to be asked, and answered !! coronavirus origins...",0 7 9
2639,"my mum found a kdrama that was just released a few years back talking abt THE coronavirus, and they told us it was new? loslos",7 10
3121,"If things go like this, my death will not be from Coronavirus but from liver damage. lockdown",3 5
3407,"This year in bizarro world, March came in like a lamb and came out like a corona breathing Dragon with halitosis and an itchy scalp",5 10
1141,"But tbh this year before all this corona happened, I feel like has been the best season of the nba since Derrick Rose was on the Bulls.",0 10
3076,"corona is spreading in India these days, I'm at home during lockdown, bt i don't wanna die before met with BTS",4 10
74,Sometimes Im minding my business and then all I hear is Cardi B saying Coronavirus,6 10
2791,"186 new recoveries in China totaling 76,238 in this place. Already 178,330 worldwide. coronavirus covid19 China",8
1300,"BREAKING Eight new cases of coronavirus reported from Ahmedabad, number rises to 82 in Gujarat Covid_19india CautionYesPanicNo",8
3102,"I swear , yall better not be doing no stupid coronavirus pranks just because its April Fools Day. That shit aint no joke",6 10
4517,All the pigeons probably think we r extinct Quarantine COVID19 COYS coronavirus lockdown StayAtHome,10
2397,Yesssss Im ready this corona aint stopping shit,0 6 10
4727,Everyone in my neighborhood has apparently purchased a dog and walking shoes in the past two weeks. coronavirus,0 1 9
4259,as tomorrow is April fools day pls dont say u have Corona Virus as a joke.,4 6
178,on CNN Cuomo--economic expert Alexis Glick talks financial--the difficulties Americans are experiencing b/c of Coronavirus,8
4805,I hope the oppressive regime known as the Paw Patrol gets coronavirus,6 10
3161,dying of unnatural causes before I get infected to beat the coronavirus .this is how we win!,0 10
1215,I hate the amount of shows im missing because of this virus hey corona smd,5 6
990,"With Republicans wary of more coronavirus spending, Trump urges infrastructure plan US RTGNews",8
4780,I'm quite sure we can trust neither the Chinese nor the American governments on the root of the truth of COVID19 origin,4 6 7
1770,"Hey tech support? Yeah hi, my Earth2020 software is really lethargic. I think there's a virus. How do we do a system reboot? coronavirus",10
1356,Kylie Jenner to produce and donate hand sanitizer to hospitals battling covid19. Now thats an influencer.,1
2719,In this unprecedented pandemic outbreak coronavirus should we consider not traveling to villages to avoid further spread,4 9
4332,If I see any of you make jokes about the Coronavirus for April fool's I will block you. It's not funny,6
2776,Im just trynna lose weight fuck corona on jah,5 6
954,Besides this coronavirus i have to say 2020 is still being good to me.. swiveling thru all this BS to make it happen!,0
558,"There have been at least 811 new Coronavirus deaths reported in the US on Tuesday, according to a count from CNN Health.",8
4919,cant wait for tomorrow when ppl think its funny to say tested positive for corona as an april fools joke,3 10
3934,Sounds like the Germans had their towels on the COVID-19 test kits then GMB coronavirus,10
2839,"10,000 dollars says some idiot makes an April fools joke about Corona Virus",6 10
4917,"Today's been the worst day for coronavirus cases in the USA. 24,000+ cases added, over 700 deaths. 9 states added over 800 cases today.",8 9
1325,"Imagine this 1st April, government announces that the Corona virus is April fool.",0 10
1779,"My friend did a drive by with her new baby and wow, fuck you Corona, this is torture. I want to squeeze that nugget.",5 6
3461,Okay corona its time for you to go !! You fucking w/ my 2week fill and pedicure,5 6
2020,"hunger in nigeria,no water,no equipped hospital, no food for masses,etc",3 9
2386,Bong bong Marcos tested positive for coronavirus what a time to be alive,0 10
3064,people who make social distancing and corona jokes need to be drop kicked.,6 10
713,I sneezed around my sister and her ass gone say you got that corona. I almost thumped her ass across the room,10
4017,What if COVID19 is the biggest AprilFoolsDay joke the world has every played on everyone?,0 9
3378,Wine Pussy and a friend! Im a minor so grape juice and girlfriend guys lets cure corona I need me a babygorl,5 10
196,What if they opened saga back up after corona. I think we need a petition,5 6 9 10
397,Really surprised no ones my a cover of the song my sharona and renaming it my corona,9 10
2568,I don't give a shit. I'd be happy to see him get Coronavirus because insensitive people are scum.,6
2580,"SO, Govern yourself accordingly Keep your tail indoors unless absolutely necessary. COVID19 Coronavirus",0 4
1333,april fools i made up coronavirus because i wanted to rediscover the love i have for my family.,10
821,"IndiaThanks Saluate to all doctors ,police , supply chains , farmers , all related persons who fight against Corona and save Bharat.",1 8
4407,lowkey want the government to say april fools corona isnt real tomorrow,0 10
1258,"Corona need to wrap it tf up forreal, I better be able to test for my certification next month",5 6
4344,"Everyones home from college and eating all day, traded the freshman fifteen for the corona nineteen",10
3704,aint nobody knew about the word quarantine until coronavirus started .... now its ppl favorite word ...,10
869,Coronavirus catching these hands if we cant all eat crawfish and enjoy the fam bam,0 10
1603,Need Dynamo to come back and make Corona disappear forever,2 3 10
3901,Corona so serious even the fools day is on lockdown stay-in stay-safe bs,5 7 9 10
2690,animexpo already dangerous enough without covid19 if it happens rn it will turn into resident evil,3 10
4987,"april 1st is tmrw , they better say that the corona virus was a joke",0 10
1979,If report found anti social/intensional corona spreader shoot at spot. Why to spend donated money,6 9
4232,"Coronavirus should just tell us April fool abeg, let things go back to normal",3 5
3047,"Yo Jay, why am I seeing a fucking shit ton of people driving around and just out and about? AskGovInslee coronavirus",6
161,You KNOW he ready to box the first nigga that make a coronavirus joke about him,10
312,"The Democrats are politicizing the coronavirus . . . [T]his is their new hoax. - Donald Trump, February 28, 2020",6 8
892,"so who is calling off corona for aprils fools day ?? the gag is up, lets move on now.",0 10
3812,You know what I just realized... the government done GROUNDED ALL OUR ASSES. coronavirus,10
262,my package is coming from ny so basically im gonna get corona,3 4
1682,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 coronavirus,5 9
3084,I'll have a new video out tomorrow to help us prepare during this COVID19 crisis. Enjoy.,0 9
3369,"Wuhan coronavirus pandemic is like a biological war, We must fight it at war level.",0 6
4507,"Can we all agree that although he is not as bad as Dr. Birz, Dr. Fauci is no hero. He wont speak fully truthfully. coronavirus",6 7
2578,Honestly. Dont even want to see half of yall anyways. Corona or not.,3 10
2034,Wohoo there is are no more corona cases. You can freely go anywhere around the globe AprilFoolsDay coronavirus,10
3765,"coronavirus covid19 summary count Coronavirus Cases: 858,377 Deaths: 42,146 Recovered: 177,931",5 8
4787,Theyre trying to implement a pass/fail system at school my professor said anything below a 90 is failing FUCK THIS CORONA,6 10
4237,* quarantine Radio * Tory : whats are you doing to stay corona free ? Young thug : having sex Content,6 10
4421,Yo Mama so freakin UGLY! She scared away....THE CORONA VIRUS!!,4 10
3609,"if i see one more if corona doesnt take you out, can i? on tinder im going to disown the male species once again im done giving chances",3 6 10
235,the reason coronavirus is spreading so fast is because its trying to outdo idpol as the 1 plague currently ravaging the world,4 10
4615,This 21 days lockdown is working so far to stop that rapid increase of this corona maybe they should add another month what do you think?,0 1
2096,Pic of my sons wedding on 16 February...god just saved us from the vagaries of Coronavirus,0 2
2982,Muslim shameless thu bloody coronavirus carriers from all Muslim countries to India,6 7
3144,Corona virus make april fool's day not famous anymore,5 10
1725,Tom Hanks said coronavirus felt like the blehs. I betcha methamphetamines cures coronavirus,9 10
3221,There isnt going to be an election. Trump will do anything or delay it due to COVID19,3 6 8
4770,American specialist predicted that up to 2 lacs Americans could because of coronavirus. COVID19 StayHomeStaySafe IndiaFightsCorona,4 9
2551,tik tok needs to get corona and hoyle 8 of here. i do not understand how people enjoy doing the same 3 dances,5 6 10
2693,Everyones corona rent would be due on April fools day,6 9 10
2504,"Nigeria discharged 44 people with MALERIA not CORONA_VIRUS, Corona virus not yet in Nigeria..!!",0 4 6
1020,If yall think about it well be in the coming history books talking about this Black Plague called the Corona Virus.,3 9 10
4742,Stay the hell inside and dont make us miss football season you selfish fucks Coronavirustruth COVID19,6
4629,Mombasa county combating Covid19. Well done 001. governerofthemoment,1
2290,"One of my friends is in the hospital with the corona virus . Please, be safe. Take this seriously.",5
2940,Anyone who even attempts a corona-virus related April fools joke should be put in jail for at least a year,6
2864,"Awful late in the game when your the global hub for the Corona invasion, jus sayin",3 6
2542,Oh so trump why you didnt just say the prince them about to sacrifice his dad with the corona virus you god see yall crazy,6
3297,"Hi, just a reminder that for Aprilfoolsday2020 don't be a jackass and joke about having the coronavirus. It ain't funny, y'all.",6
280,The elites are afraid of the corona virus they brought. The citizens are afraid of the hunger deliberately created by the elites.,4 9
3776,The scariest part about Corona virus is all the other nasty shit that's happening in the world that no one is talking about.,4 7 9
4702,My dads so freaked out about corona that hes making my sister move to our other house for the month luckybitch,10
4568,"Bitches really do think its a competition when we have the most cases of the corona virus, like yes you dumb bitch catch the virus",10
1493,What innovations will we see post coronavirus? Hoping for a burst in entrepreneurship to push us forward covid19,0 9 10
2138,Im starting to get homesick. This corona got me wanting to come to Detroit but Ill catch corona if I come.,4 5
428,My first day after COVID19 lockdown wish... Spitroasted with,0 10
2987,"No new case of COVID19 in Rajasthan, as of 9 am today; State Tally still at 93.",5 8
3661,"Trump said it was only 15 cases that would go to zero in no time! Now it's over 200,000 who may die from COVID19 LastWord MSNBCLive",3 5 10
4580,Only the most shameless Trump apologists would attempt this desperate argument COVID19,6 10
4607,Almost every article or story seems to be about a man in serious condition or passing away from Coronavirus. Few women.,5 6
250,Feku must be so enjoying himself. Others doing all the work while he gets to amass crores in the name of covid19.,6 9
958,Finally!! They found a way to blame Muslims for coronavirus spread in India YehToHonaHiTha,7 10
3274,Hey arent you tired of talking about coronavirus every goddamn day??,5 6
3705,yall be like the corona test is to put a chip in us like you dont carry around your own personal tracking device 24/7 god shut up,6
2661,"fellow liberals, remember to turn off the coronavirus valves early enough to get ready for our annual war on christmas",3 10
394,Guys I dont think the virus is getting ppl sick it highkey might be the 5G. TMobile QuarantineLife COVID19 COVID19 VirtualCoaching,3 10
4618,Not that lil kpop boy joking about having corona... when so many people have d*ed....,6
2011,I have a sinus infection and everyone keeps saying are you sure it isnt the corona like please shut up,6
3041,"Oi my Dad is doing too much with sending everything about coronavirus, every day pics and videos...its cool man, Jesus!",5 6
2460,isn't centre taking advantage of situation i mean corona lockdown What you say?,9 10
4298,"NEW: U.S. reports 25,874 new cases of coronavirus and 1,535 new deaths. Total of 581,918 cases and 23,608 deaths.",8
1910,People are really making fuck corona t-shirts lmfaooooooo,6 10
3016,Prime Minister Of Pakistan Imran Khan Passed Away Due To Corona. AprilFoolsDay,4 10
709,Sugar daddies you really wanna show some love? Hmu cause Coronavirus really messing with my bag,5 6 10
4128,SO HELP ME GOD IF I CLICK THE HOME BUTTON INSTEAD OF THE PLAY BUTTON ON MY FIRE STICK REMOTE ONE MORE TIME IM GIVING MYSELF CORONA.,3 6 10
1591,"Look at the Corona stats for Shanghai and Beijing. Why so low, if Wuhan is so closeby?",6 7 9
3256,my mom is calling all our relatives to tell them that coronavirus is real ok kylie jenner,6 10
1810,"YESSIRRRRR, theyre very worried ab the coronavirus and your step bro is staying at welas for the next 2 weeks",4 10
315,6.5 quake in Idaho. 400 miles from Yellowstone Caldera. supervolcano COVID19,4 8
2244,"10 new death(s) confirmed in India totaling 45 in this place. Already 42,334 worldwide. coronavirus covid19 India",8
2316,"can this corona end today? i havent pay my spotify bills, seriously. i have to pay it please",5 6
2746,Senator says public media has nothing to do with helping those affected by the coronavirus.,8 9
1927,Anyone for some of the best shit coffee in the world? You go Gaia. Take it all back. KarunaGo Covid19,0 6 9
2509,I might survive corona but I dont think Ill stay alive thru marcus Vegas trip,0 10
4074,"Corona still spreading, Yellowstone had a quake, and she aint textin back. Im starting fresh as a virgin after this idc",10
1354,Corona might have given us the best excuse to smoke all 4/20!!,9 10
643,"please let me know about the housing loan moratorium passed by the bank on account of Covid19, as guided by RBI.",3 4 9
466,Ima tell my teacher that the corona virus eat my HW. Fuck it,10
3565,I literally keep refreshing the news hoping to see the headline breaking news: Trump tests positive for Coronavirus,6
3233,Undertaker meant to come back as a biker and this corona bullshit starts,5 10
176,a few of my thoughts on the coronavirus: 1. Im gonna drink a bottle of wine 2. Lets review 1,6 10
3139,NYT keeping up with that bullshit i see. it's got a damn name and it's covid19 or coronavirus ya fucking racists.,6
3245,"After all this is over, if anyone ever says Coronavirus in my presence again, Im going to flatten their curve.",6
755,Hydroxychloroquine IS an effective measure against COVID19. Any person or entity that says otherwise is lying.,8 9 10
3755,Wouldnt it be great if this corona ting was one big April fools gig? Id like that a lot.,0 9 10
4967,The government needs to come out tomorrow and say SIKE APRIL FOOLS on this corona pandemic or Im gonna start throwing hands,6 10
1523,"Life is short. When corona is over Im moving out, vacationing in Scandinavia and piercing my nipples. Not necessarily in that order though.",0 9
4861,I'm surprised the far-left hasn't blamed the Coronavirus on climate change,10
3780,Wtf does the zoooligist have to say about corona whT abput mother teresa and her institutional studies ?,6 10
3216,The recovery from the COVID-19 crisis must lead to a different economy,0 8 9
3082,That idol said he had Coronavirus as an April fools joke nahhhhhhhhhhh man you dont do that,6
3713,I saw a post that said McDonalds sprite can cure corona and bitch,10
4492,What are the chances that ole Sleepy Joe Biden turns up with coronavirus before too long?,3 10
1616,Cardi saying CORONAVIRUS and bored in the house and Im in the house bored are on a loop in my brain,8 10
3815,"The New York Times Defense Production Act Has Been Used Routinely by President Trump, but Not With Coronavirus .",6 8 9
1224,"The one thing ima hate the most after the coronavirus shit blows over, is that all the nail shops about to packed and full.",6
4624,Experience is the best teacher. Congratulations for first hand experience. Hope you enjoyed it? COVID19,10
585,"Found out my cousin is graduating medical school today and going onto the front lines of corona, can I get an F on the TL",10
1804,i really have to take several deep breaths before reading any New York Times coronavirus coverage,4 6
78,Omg my brother on his game arguing with somebody telling them thats why they got coronavirus these kids crazy,6 10
2005,"Tomorrow beings the 1st day of april, shit the government better not be saying this whole COVID19 was just some AprilFools joke.",3 10
4649,"if you ate at ponderosa on e state street, youre immune to the coronavirus",0 10
205,Finally after roaming around the world Corona accepted Islam in India. IStandWithTabligiJamat Islamophobicindianmedia,0 10
4111,He was acquitted on February 5th. Three weeks later he called the coronavirus a hoax at a rally in SC,6 8
1554,I swear if corona virus causes bird box type shit,4 6
4388,I think Im dying tbh idk if its corona or not but something is wrong with me and its not good,4
1051,my autocorrect better stop playing with me. the whole world is talking about corona and you keep trynna change the word covid to vivid,6 10
2452,theres no way in hell my ass getting a coronavirus test no maam,4 6 10
4881,just waiting for someone to wake me up tomorrow and tell me coronavirus is just a joke aprilfoolsbaby,0 3
2660,restrictions remain inforce in the eve of Covid_19india and domecile in kashmir,5 8
2977,Total agreement except many here are buying the nonsense and are terrified of covid19.,7 10
478,Scary! NYT says that the world could remain on a kind of indefinite lockdown until a vaccine or treatment of COVID19 is found.,4
1189,Spanish Economy Minister Government Doesn't Have Liquidity Or Financing Problem Despite Coronavirus Crisis - RTRS,0 8
1773,2 ppl just caught coronavirus that was working at the store where Im at and these ppl dont give two fucks,6 9
4438,Enough with modeling this corona guys. You cant build a model with low quality data that comes from government Note: Indonesia govt,6 9
3464,That corona virus aint gonna go away in La county anytime soon so long as all these businesses are still open.,3 6
2641,28 cases of Coronavirus after returning to Texas from vacations in Mexico... Some people never listen...,5 6 8
4952,"Daily count of Americans who DO NOT HAVE COVID19 TODAY: 329,800,000.",0 8 10
